Мой папа не сможет пойти со мной в кино — он работает.|My dad can’t go to the cinema with me — he is working.
Я не смог поднять эту коробку — она слишком тяжёлая.|I couldn’t lift that box — it is too heavy.
У меня был долгий перелёт. Я очень хочу спать.|I had a long flight. I really want to sleep.
Сегодня ночью я совсем не спал.|I didn’t sleep at all last night.
Тихо! Маша спит.|Quiet! Masha is sleeping.
Ваня спрашивает, во сколько сегодня ужин?|Vanya is asking what time is dinner tonight?
Я не буду спрашивать, откуда у него деньги на новую квартиру.|I won't ask him where he got the money for a new apartment.
Я тебя ещё раз спрашиваю: где моя куртка?|I’m asking you one more time: where is my coat?
Из его оценок становится понятно, почему он бросил университет.|It becomes clear from his grades why he quit university studies.
Осенью дни становятся короче.|In fall days get shorter.
На уроках математики мне становилось очень скучно.|I was very bored in math class.
Сколько стоит этот дом?|How much does this house cost?
Посмотреть эту выставку стоило пятьсот рублей.|It cost 500 roubles to see that exhibition.
Два килограмма яблок стоят двести пятьдесят рублей.|2 kilos of apples cost 250 roubles.
Катя стоит на остановке и ждёт свой автобус.|Katya is standing at the bus stop and waiting for her bus.
В этом углу раньше стоял стол.|There used to be the table standing in this corner.
На столе стояли пироги: с мясом, с капустой и с ягодами.|There were pies on the table: meat ones, cabbage ones and berry ones.
Рядом с нашим домом будут строить новый мост.|A new bridge will be constructed next to our house.
Мы строили этот дом пять лет.|We’ve been building this house for 5 years.
Коля всё ещё строит свой дом?|Is Kolya still building his home?
Мои дети не любят танцевать.|My children don’t like dancing.
Как красиво танцует эта балерина!|How beautifully that ballerina dances!
Он раньше танцевал в Большом театре, а потом переехал в Лондон.|He used to dance at the Bolshoi theatre and then he moved to London.
Я тебя сразу увидел, когда ты вошла.|I saw you as soon as you came in.
Я хочу увидеть Эйфелеву башню своими глазами.|I want to see the Eiffel tower with my own eyes.
Я увидела тебя из окна и пошла открывать дверь. |I saw you from the window and went to open the door.
Ты уже ужинал сегодня?|Have you already had dinner today?
Ты идёшь ужинать с нами?|Are you coming to dinner with us?
Где вы вчера ужинали?|Where did you have dinner yesterday?
Надежда умирает последней.|Hope dies last.
Мои цветы всё время умирают.|My flowers always die.
Умирать всегда страшно.|It's always scary to die.
Я быстро устаю, когда бегаю.|I get tired very quickly when I run.
Она быстро уставала на занятиях йогой.|She got tired quickly at yoga classes.
Ты так много работаешь! Как ты не устаёшь?|You are working so much! How is it that you don’t get tired?
В следующем году я буду учить немецкий.|Next year I’ll start learning German.
Мои дети учат английский и французский.|My children are learning English and French.
Паша весь день учит стихотворение.|Pasha has been trying to memorize the poem all day long.
Я устала учиться и очень хочу отдохнуть.|I'm tired and really want to rest.
Где ты учился играть на гитаре?|Where did you learn to play the guitar?
Моя сестра учится в школе.|My sister studies at school.
Почему ты фотографируешь только кошек?|Why do you only take photos of cats?
В путешествиях он фотографирует каждый день, а в Москве — раз в месяц.|While traveling he takes photos every day, but in Moscow only once a month.
Я не умею фотографировать маленьких детей.|I don't know how to take photos of little children.
Наши дети ходили в одну школу.|Our children studied at the same school.
Когда ваша дочка научилась ходить?|When did your daughter learn how to walk?
В детстве я ходила в спортивную школу.|I used to go to a sports school when I was a child.
Я хочу, чтобы в мире не было войны.|I wish there were no wars in the world.
Он работал всю ночь и утром очень хотел спать.|He’s been working all night long and in the morning he really wanted to sleep.
Маша хочет поехать в Италию.|Masha wants to travel to Italy.
Я плохо себя чувствую. Наверное, останусь сегодня дома.|I feel sick. I will probably stay at home today.
Как Петя себя чувствует? Ему лучше?|How is Petya? Is he feeling better?
В такие моменты он чувствовал себя счастливым.|At such times he felt happy.
Маша уезжает в понедельник.|Masha is leaving on Monday.
По понедельникам я работаю из дома.|On Mondays I work from home.
Анна будет в городе до понедельника.|Anna will be in the city until Monday.
Ты занят во вторник?|Are you busy on Tuesday?
По вторникам Паша играет в футбол.|On Tuesdays Pasha plays football.
Александр на больничном до вторника.|Alexandr is on sick leave until Tuesday.
В воскресенье мы идём на концерт.|We're going to a concert on Sunday.
По воскресеньям я сплю до обеда.|On Sundays I sleep until noon.
Коля у бабушки в деревне до воскресенья.|Kolya is with his grandmother in the village until Sunday.
Ване двадцать пять лет.|Vanya is 25 years old.
Я не был в театре два года. |I haven't been to the theatre for 2 years.
Я родился в 1990 году. |I was born in 1990.
Я не знаю, кто эти люди. |I don't know who these people are.
Этот человек хорошо играет в шахматы. |This person plays chess well.
Это нарушение прав человека!|This is a violation of human rights!
Он не любит брать деньги в долг. |He doesn't like to borrow money.
Она всегда берёт в магазине молоко. |She always gets milk at the grocery store.
Она не была высокой, поэтому её не брали в баскетбольную команду. |She wasn't tall, so she wasn't chosen for the basketball team.
На улице дождь, надо взять зонт. |It's raining outside, we need to take an umbrella.
Хорошо, что он взял с собой куртку. На улице холодно. |Good that he took his coat with him. It's cold outside.
В Барселону мы взяли самый большой чемодан.|We took the biggest suitcase with us to Barcelona.
Я не люблю тратить время на покупки.|I don't like to spend time on shopping.
У меня мало свободного времени.|I don't have much free time.
Со временем ещё больше людей будут жить в городах.|With time more and more people will live in cities.
Быть или не быть, вот в чём вопрос. |To be, or not to be, that is the question.
Никто не может ответить на мои вопросы. |Nobody can answer my questions. 
У нас много вопросов к президенту.|We have many questions for the president.
Я помню, как увидел Эйфелеву башню в первый раз.|I remember the first time I saw the Eiffel tower.
Нам повторили вопрос два раза: по-русски и по-английски. |They repeated their question twice: in Russian and in English.
Я ни разу в жизни не видела жирафа. |I have never seen a giraffe in my life. 
На Марсе нет жизни.|There's no life on Mars.
Всю жизнь он работает в школе.|He has worked at school all his life.
Я доволен своей жизнью.|I am satisfied with my life.
Сейчас у меня нет работы.|I don't have a job now.
Она ищет работу через интернет. |She is looking for a job on the internet.
Моя работа мне не нравится.|I don't like my job.
Он видел Тауэрский мост. |He saw the Tower bridge.
Я не вижу звёзд. Слишком светло. |I don't see the stars. It's too bright.
Очки помогают людям видеть.|Glasses help people to see.
Это лекарство следует принимать два раза в день. |You should take this medicine twice a day. 
Через три дня у нас экзамен. Надо готовиться!|We have an exam in three days. We need to study!
Нас не будет в городе несколько дней. |We won't be in the city for several days.
В нашей семье много детей. |There are many children in our family.
Почему дети любят конфеты и не любят брокколи?|Why is it children like sweets and don't like broccoli?
Где родители этого ребёнка? Он здесь совсем один!|Where are this child's parents? He's all alone here!
После революции много учёных уехало из страны.|After the revolution many scientists left the country.
В нашей стране много нефти. |There is a lot of oil in our country.
Люди из разных стран приехали в Россию на чемпионат мира по футболу.|People from different countries came to Russia to watch the World Cup.
Этих собак мы уже видели, покажите нам других. |We already saw these dogs, show us the others.
Вчера моя жена ушла от меня к другому.|Yesterday my wife left me to be with someone else.
Здесь хлеб стоит пятьдесят рублей, а в другом магазине — сорок.|Bread here costs 50 roubles, and in the other shop it costs 40 roubles.
Этот человек был из другого мира. |This person was from a different world.
В мире животных не существует чувств, а есть только инстинкты.|There are no feelings in the animal world, only instincts.
С появлением интернета мир значительно изменился.|The world changed radically with the invention of the internet.
В этой библиотеке сосем нет новых книг.|There aren’t any new books in this library.
В нашем университете в этом году появились новые факультеты.|There are new academic departments at our university this year.
Теперь историю у нас будет вести новый преподаватель.|History now will be taught by a new teacher.
Он соглашался работать по выходным, потому что боялся потерять место в хорошей компании.|He agreed to work on weekends because he was afraid of losing his position in a good company.
Я всегда плохо сплю на новом месте.|I always sleep badly in a new place
Я не мог сдвинуть шкаф с места, такой он был тяжёлый!|I couldn't move the wardrobe, it was so heavy.
Дай мне руку! Я не могу подняться.|Give me a hand! I can't stand up.
Возьмите друг друга за руки, мы будем танцевать!|Take each other's hands, we are going to dance!
Когда я его увидел, он держал в руках маленького котёнка.|When I saw him, he was holding a little kitten in his hands.
Я еду в аэропорт встречать своих друзей.|I'm going to the airport to pick up my friends.
Когда я жил в Париже, я часто встречал его в кафе.|I often met him in the cafe while I was living in Paris.
По дороге домой мы часто встречали Петю.|We often met Petya on our way home.
Маша готовит лучше, чем Ваня.|Masha cooks better than Vanya.
Он хорошо поёт.|He sings well.
Вася — хороший друг.|Vasya is a good friend.
В начале было слово.|In the beginning was the word.
Значение этого слова неизвестно.|The meaning of this word is unknown.
Это так красиво! У меня нет слов!|It's so beautiful! I have no words!
Я уже вышел из дома, когда вспомнил, что не взял зонтик. |I had already left my house, when I remembered that I hadn't taken an umbrella. 
Мы купили квартиру в этом доме.|We bought an apartment in this building.
Мой дом — моя крепость.|My house is my castle.
В нашей школе 800 учеников.|There are 800 students in our school.
Я люблю свою школу.|I love my school.
После школы я поступила в университет.|After finishing school I entered university.
Кто эта женщина?|Who is that woman?
Эти женщины — мои учителя.|These women are my teachers.
В Иране есть вагоны метро только для женщин.|"There are special ""women only"" cars in the Iranian metro."
Высшее образование ему не нужно.|He doesn't need higher education.
Мне нужна вода, здесь очень жарко.|I need water -- it's very hot here.
Мне не нужны проблемы.|I don't need any problems.
Глобальное потепление — проблема для всего мира.|Global warming is a problem for the whole world.
У меня на работе много проблем.|I have many problems at work.
Проблемы других его не интересуют.|The problems of others don't interest him.
Вася — мой лучший друг.|Vasya is my best friend.
Мои друзья — моё богатство.|My friends are my treasure.
Не имей сто рублей, а имей сто друзей.|It's better to have 100 friends than 100 roubles.
Летом важно защищать лицо от солнца.|It's important to protect your face from sun during summer.
Они объединились перед лицом опасности. |They united in the face of danger.
На переговорах с новыми партнерами я должен был говорить от лица всей нашей компании.|I had to talk with our new partners at the meeting on behalf of our company.
Я забыл дома деньги, придётся возвращаться.|I forgot my money at home so I have to go back.
У меня нет денег на машину.|I don't have money to buy a car.
В этом магазине можно расплатиться только наличными деньгами.|You can only pay in cash in this shop.
Этот фильм вышел в 2010 году.|This film was made in 2010.
Режиссёр этого фильма — Джеймс Кэмерон.|James Cameron is the director of this film.
В этом фильме снималась Джулия Робертс.|Julia Roberts starred in this film. 
В этом городе всего два кинотеатра.|There are only two movie theaters in this town.
Выпало много снега, поэтому мы долго не могли выехать из города.|There was a lot of snow, so it took us long to get out of the city.
Москва — мой любимый город!|Moscow is my favorite city.
Общение — важная часть нашей жизни.|Communication is an important part of our life.
Я ещё не видел второй части этого фильма.|I haven't seen the second part of this film yet.
Спорт стал частью моей жизни.|Sport became a part of my life.
Когда врёшь, сложно смотреть людям в глаза.|When you are lying, it's difficult to look people in the eyes.
Неправда! Я видел это своими глазами!|That's not true! I saw it with my own eyes!
В её глазах я видел грусть.|I saw sadness in her eyes.
У меня большая проблема: я не успеваю в аэропорт!|I have a big problem: I can't get to the airport on time.
Большой брат следит за тобой.|Big brother is watching you.
Арбуз больше яблока.|A watermelon is bigger than an apple.
В конце ужина нам подавали десерт.|Dessert was served at the end of the dinner.
Я больше не буду путешествовать с Катей: она без конца ноет!|I will never travel with Katya again: she whines endlessly!
Поможет мне кто-нибудь в конце концов?!|Will anybody help me finally?!
Мне в голову пришла великолепная идея.|A great idea came to my mind.
Он покачал головой в знак неодобрения.|He shook his head as a sign of disapproval.
Тревожные мысли в голове мешали мне спать.|Upsetting thoughts in my head didn't let me sleep.
Я хожу на курсы русского языка. Мне нравится.|I go to Russian language courses. I like it.
В русском языке существительные трёх родов: мужского, женского и среднего.|There are nouns of three genders in Russian: masculine, feminine and neuter.
Русский язык — официальный язык Российской Федерации.|Russian is the official language of Russian Federation.
Перед нами стоял человек в форме, но мы не сразу поняли, что это полицейский.|There was a man in uniform in front of us but but we didn’t realize straight away that he was a policeman.
В путешествии по Мексике я видел кактусы удивительных форм.|While traveling in Mexico I saw cacti with strange shapes.
Мне не нравится форма, в которой это написано.|I don't like the form in which it's written. 
Прилагательное «большие» стоит во множественном числе.|The adjective «большие» is a plural form.
Число Пи равно 3,1415. |The number Pi equals 3.1415.
Он был из числа тех людей, которые постоянно опаздывают.|He was one of those people who are always late.
У нас дома уже две недели нет горячей воды.|We haven’t had hot water at home for 2 weeks already.
Я не пью воду с газом.|I don't drink sparkling water.
Без маски или акваланга человек не может дышать под водой.|A human being can't breathe underwater without a mask or scuba gear.
Он говорит слишком быстро.|He speaks too fast.
Я не хочу говорить об этом.|I don't want to talk about it.
Я всегда говорю, что думаю.|I always say what I think.
Я люблю гулять по Москве.|I like walking around Moscow.
Современные дети мало гуляют.|Today’s children don’t walk enough.
Я часто гулял в этом лесу, когда приезжал к бабушке.|I often walked in that forest when I came to visit my grandmother.
Только три человека из группы сдали экзамен.|Only three people in our group passed the exam.
У меня четвёртая группа крови.|My blood type is AB.
Для работы над проектом мы разделились на пять групп.|We divided into five groups to work on the project.
Заниматься музыкой полезно для общего развития.|It's good for your development to study music.
Семья есть, работа есть, в общем, пока меня всё устраивает.|I have a family and work. Generally, I'm happy with everything.
Это событие — часть нашей общей истории. |This event is part of our common history.
История древнего мира — мой любимый предмет в университете.|Ancient history is my favorite subject at university.
Без изучения истории у людей нет будущего.|Without learning history people have no future.
Я изучаю историю России.|I study Russian history.
Мама даёт ребёнку игрушку.|The mom gives a toy to her child.
Дети шумят и не дают мне работать.|Childeren are noisy, they don't let me work. 
Хороший психолог не станет давать советов.|A good psychologist will never give advice.
У меня на компьютере нет хорошей программы для обработки фотографий.|I don't have a good program on my computer for editing photos.
По телевизору идёт моя любимая программа.|My favorite show is on TV now.
На моём компьютере нет программ для обработки видео.|I don't have programs for editing videos on my computer.
На день рождения принято дарить подарки.|It is customary to give birthday presents.
Дед Мороз дарит детям подарки на Новый год.|Santa Claus gives children presents on New Year's Eve.
Я не люблю, когда мне дарят цветы.|I don't like it when people give me flowers.
Цвета флага Российской Федерации — белый, синий и красный.|The colors of the Russian flag are white, blue and red.
Министр финансов отказался отвечать на вопросы российских журналистов. |The Minister of finance refused to answer questions from the Russian journalists.
У него нет российского паспорта.|He doesn't have a Russian passport.
Я сегодня спал десять часов!|I slept for 10 hours today!
В два часа у нас встреча с новым клиентом.|I have a meeting with a new client at two o’clock.
Мы вернёмся через час.|We'll be back in an hour.
XIX век — «золотой» век русской литературы.|"The 19th century is the ""golden"" era of Russian literature."
Мы идём на выставку русского авангарда в Третьяковскую галерею.|We are going to the exhibition of Russian avant-garde art at the Tretyakov gallery.
В русском алфавите тридцать три буквы.|There are 33 letters in the Russian alphabet.
Этот мужчина всегда гуляет в парке один.|This man always walks in the park alone.
В школе работает мало мужчин.|Few men work at school.
Эти мужчины работают со мной в одном офисе.|These men work with me in a shared office. 
Я купила новую книгу Акунина.|I bought a new book by Akunin.
Эта книга мне не нравится.|I don't like that book.
В этой книге много ошибок.|There are many mistakes in this book.
Миша на десять сантиметров выше Пети. |Misha is 10 centimeters taller than Petya.
У него высокий голос. |He has a high voice.
Я осталась дома с высокой температурой.|I stayed at home because of a high fever.
Это здание известно во всём мире.|This building is famous worldwide.
Здесь много известных людей. |There are many famous people here.
Известные актёры приняли участие в благотворительном марафоне. |Famous actors took part in a charity marathon.
Впереди яма! Смотри под ноги!|There's a gap! Mind your feet!
В футбол играют ногами, а в баскетбол — руками.|Football is played with the feet, basketball is played with the hands.
Она упала и сломала правую ногу.|She fell and broke her right leg.
Что делать, если болит зуб?|What should you do if you have a toothache?
Он целыми днями сидит дома и ничего не делает!|All day long he just sits at home doing nothing!
Из молока делают сметану, масло, йогурт и творог.|Sour cream, butter, yoghurt and cottage cheese are made from milk.
Я не думаю, что это хорошая идея.|I don’t think it’s a good idea.
Когда Вася был маленьким, он думал, что столица США — Нью-Йорк.|When Vasya was little he used to think that New York is the capital of the USA.
Я не хочу сейчас об этом думать, я хочу спать!|I don't want to think about it now, I want to sleep!
Маша работает в Министерстве образования.|Masha works in the ministry of education.
Я получила высшее образование в Москве. А вы?|I got my higher education in Moscow. And you?
Кем можно работать с образованием философа?|What job can you get with a degree in philosophy?
Это вам подарок от нашей семьи.|This is a gift to you from our family.
Он родился в большой семье.|He was born into a big family.
Наша семья не очень большая: мама, папа, моя сестра и я.|Our family is not very big: mom, dad, my sister and me.
Эти фотографии можно повесить на стену в качестве украшения.|You can put these photos on the wall as a decoration.
Я купила дорогие кроссовки, но они оказались плохого качества.|I bought expensive sneakers but they turned out to be of bad quality.
Честность — моё любимое качество в людях.|Honesty is my favorite quality in people.
Молоко стоит пятьдесят рублей.|Milk costs 50 roubles.
Цена этого хлеба — сорок четыре рубля.|The price of this bread is 44 roubles.
Есть рубль? Мне не хватает на билет.|Do you have a rouble? I need one more to buy a ticket.
На прошлой неделе он ездил в Санкт-Петербург.|Last week he went to Saint Petersburg.
Мне нравится ездить на поезде.|I like traveling by train.
В прошлом году мы ездили во Францию.|Last year we went to France.
В моей квартире три комнаты.|There are 3 rooms in my apartment.
Я ищу квартиру в центре Москвы.|I am looking for an apartment in the centre of Moscow.
Моя квартира маленькая, но уютная.|My apartment is small but cozy.
Это здание восемнадцатого века.|This building is from the 18th century.
Толстой родился в девятнадцатом веке. |Tolstoy was born in the 19th century.
В течение многих веков люди жили без электричества.|For many centuries people lived without electricity.
Первая страница в этой книге — пустая.|The first page of this book is blank.
В этой книге двести страниц.|There are 200 pages in this book.
На последних страницах журнала напечатана моя статья.|My article is printed on the last pages of the journal.
Уже поздно, нам пора ехать домой!|It’s late, time for us to go home!
Мальчик едет на велосипеде.|The boy is riding a bike.
Через неделю мы едем в Турцию.|In a week we’re going to Turkey.
Меня ждёт дома мама.|Mom is waiting for me at home.
Я буду ждать тебя у метро.|I will wait for you next to the metro station.
Мы долго ждали автобус на остановке.|We were waiting for the bus at the bus stop for a long time.
Мы дружим с первого класса.|We have been friends since first grade.
Сегодня наш класс идёт на экскурсию в музей!|Our class is going on a field trip to a museum today!
В нашем классе двадцать восемь человек.|There are 28 people in our class.
Пирамиды в Гизе — одно из семи чудес света.|Pyramids in Giza are one of the Seven Wonders of the world.
У меня лучшая мама на свете!|I have the best mom on Earth!
Свет Солнца доходит до Земли за восемь минут девятнадцать секунд.|Solar light reaches Earth in 8 minutes and 19 seconds.
Я желаю вам счастья и любви!|I wish you happiness and love!
Мы говорили ему пойти к врачу, но он не желает ничего слышать!|We told him to see doctor, but he doesn’t want to listen.
Он поднялся на двадцатый этаж, желая увидеть фейерверк. |He went to the 20th floor hoping to see the fireworks.
Я написала им письмо и теперь жду ответ.|I wrote them a letter and am now waiting for a response.
Я задал много вопросов, но не получил на них ответов.|I asked many questions but didn’t get answers.
Он оставил мой вопрос без ответа.|He left my question unanswered.
К нам приехали друзья из разных стран.|Friends from different countries came to see us.
Все разные — все равные.|Everybody is different — everybody is equal.
Мы женаты, но живём под разными фамилиями.|We are married but live under different surnames.
Я хочу жить во Франции.|I want to live in France.
Он живёт в Лондоне.|He lives in London.
Раньше мы жили в Санкт-Петербурге.|We used to live in Saint Petersburg.
С тобой интересно разговаривать.|It's interesting to talk to you.
Какая у тебя интересная жизнь!|What an interesting life you have!
Это интересное предложение. Я подумаю и перезвоню вам.|It’s an interesting suggestion. I’ll think about it and call you back.
Я люблю завтракать дома с семьей.|I like to have breakfast at home with my family.
Во Франции я каждый день завтракал круассанами.|In France I ate croissants for breakfast every day.
Одиннадцать утра, а мы ещё не завтракали! Пойдём скорее есть!|It’s 11 AM and we haven’t had breakfast yet! Let’s go eat!
Через месяц мы поедем на море.|In one month we’ll travel to the seaside.
Я ничего не слышала от него уже три месяца. С ним всё в порядке?|I haven’t heard anything from him in 3 months. Is he all right?
Я работаю в этой компании уже десять месяцев.|I’ve been working for this company for 10 months already.
В следующий раз не забудь взять с собой паспорт!|Don’t forget to take your passport with you next time!
Кто станет следующим президентом России?|Who will be the next president of Russia?
В следующем году мне будет тридцать лет.|I will be 30 next year.
Пока вас не было, у вас звонил телефон.|Your phone was ringing while you were away.
Как хорошо, что вы пришли. Я уже собирался вам звонить.|So good that you came. I was just about to call you.
Он обещал позвонить сегодня, но почему-то не звонит.|He promised to call today but hasn’t called for some unknown reason.
Спектакль начнётся через пять минут.|The show starts in 5 minutes.
Дайте мне минуту! Я всё объясню.|Give me a minute! I’ll explain everything.
Она придёт через три минуты.|She will come in 3 minutes.
Пойдём в кино сегодня вечером?|Shall we go to the movie theater tonight?
Давайте подождём до вечера и потом будем звонить ему.|Let's wait until evening and then we’ll call him.
У нас большие планы на сегодняшний вечер!|We have big plans for this evening!
Назовите, пожалуйста, Ваше имя!|Tell me your name please!
Уважаемые пассажиры, от имени нашей авиакомпании желаю вам приятного полёта!|Dear passengers, on behalf of our company I wish you a pleasant flight!
Никто не знает, какой художник скрывается под именем Бэнкси.|Nobody knows the artist who is hiding behind the name of Banksy.
Этот молодой человек хочет стать музыкантом.|This young man wants to become a musician
В этой школе много молодых учёных.|There are many young scientists at this school.
Молодые учёные собрались на конференцию в Милане.|Young scientists gathered for the conference in Milan.
Здравствуйте, уважаемые участники конференции!|Hello, dear conference participants!
Да здравствует свобода!|Long live freedom!
Здравствуй, Катя! Давно не виделись! Как твои дела?|Hi, Katya! Long time no see! How are you?
Мы будем следить за развитием событий.|We’ll keep on watching the development of events.
Эти события изменили нашу жизнь.|These events changed our life.
Полёт человека в космос— большое событие для всего мира.|Human flight into outer space is a big event for the whole world.
Я не знаю этого человека.|I don't know that person.
Знаете ли вы, что Луна — спутник Земли?|Did you know that the Moon is a satellite of the Earth?
Он много знает об истории России.|He knows a lot about Russian history.
Мы были в клубе всю ночь.|We were in the club the whole night.
За полярным кругом ночью можно увидеть северное сияние.|It's possible to see the northern lights at night above the polar circle.
Наш самолёт улетает в два часа ночи.|Our flight departs at 2 AM.
Садись в машину, нам пора ехать!|Get inside the car, it’s time to go!
За городом трудно жить без машины.|It's difficult to live outside the city without a car.
У меня сломалась машина, нужно везти её в ремонт.|My car broke down, I need to take it in for service.
Я не умею играть в баскетбол.|I don't know how to play basketball.
Мой брат играет на гитаре.|My brother plays the guitar.
Он очень хорошо играл на скрипке.|He played the violin very well.
В сентябре моя дочка идёт в школу.|My daughter starts school in September.
Я устала и не могу идти дальше.|I am tired and can’t walk further.
Вчера весь день шёл дождь.|It was raining the whole day yesterday.
Его мать — очень сильная женщина.|His mother is a very strong woman.
В России обычно не празднуют День матери.|People don’t usually celebrate Mother’s day in Russia.
Он не разговаривает со своей матерью.|He doesn't talk to his mother.
Люблю, когда вся семья собирается за столом.|I like it when the whole family gathers around the table.
Ужин готов, садитесь за стол!|Dinner is ready, sit down at the table!
Пора было выходить из-за стола, но у меня не было сил.|It was time to leave the table but I didn’t have energy.
Мне нравится это платье, но его цена слишком высокая.|I like this dress but the price is too high.
Цены в нашем магазине — самые низкие в городе.|The prices in our shop are the lowest in town.
Мы были в шоке от цен на новые айфоны.|We were shocked by the prices for new iPhones.
Этот маленький мальчик — мой брат.|This little boy is my brother.
Луна меньше Земли.|The Moon is smaller than the Earth.
Эта маленькая девочка — моя сестра.|This little girl is my sister.
Я услышал, как в дверь кто-то постучал.|I heard someone knock on the door.
Я стою у двери и жду тебя.|I am standing by the door waiting for you.
За дверью стоял человек, но я не видел его лица.|There was someone behind the door, but I couldn’t see their face.
Кем работает твоя мама?|What job does your mom have?
У моей мамы очень красивые глаза.|My mom has very beautiful eyes.
Только не рассказывайте это моей маме!|Please don’t tell that to my mom!
Давай встретимся в центре в восемь?|Let's meet in the city center at eight o’clock?
Вечером так сложно выехать из центра — пробки!|It's so difficult to drive from the city centre in the evening — so much traffic!
Исторический центр города сохранился с XV века.|The historical centre of the city has been preserved since the 15th century.
Ты знаешь правила этой игры?|Do you know the rules of this game?
Что наша жизнь? Игра!|What is our life? A game!
Кто-нибудь сыграет со мной в игру?|Will someone play this game with me?
Во время экономического кризиса люди стали забирать свои деньги из банков.|During the economic crisis people started to take their money out of the banks.
Мне позвонили из банка — документы готовы!|I got a call from the bank — the documents are ready!
Банки сегодня не работают.|The banks are closed today.
На улице холодно, одевайся теплее.|It's cold outside, dress warmly.
Я не хочу выходить на улицу, там дождь!|I don't want to go outside, it’s raining!
На другой стороне улицы наш дом.|Our house is on the other side of the street.
В этой статье пишут о российской экономике. Надо почитать.|They write about the Russian economy in this article. I need to read it.
Эта статья мне не нравится.|I don't like this article.
Я ничего не понял из статьи по физике. Объясни мне, пожалуйста!|I didn’t understand anything from that article on physics. Could you explain it to me, please?
Он смотрел на нас из окна.|He was watching us from the window.
Я люблю смотреть в окно по вечерам.|I like to stare out the window in the evening.
За окном зима, а дома тепло и уютно.|It's winter outside, but inside the house it’s warm and cozy.
Я составил список продуктов на неделю.|I made a grocery list for the week.
У нового продукта компании много достоинств.|The company's new product has many advantages.
Мои любимые продукты — творог и сметана.|My favorite food items are cottage cheese and sour cream.
Я ничего не ел с утра.|I haven't eaten anything since this morning.
Утром я ездила в банк.|I went to the bank this morning.
Под утро выпал снег.|It was snowing right before the morning came.
Я хочу купить это платье.|I want to buy this dress.
Он купил себе новую машину.|He bought himself a new car.
Она купила себе новый дом.|She bought herself a new house.
У дороги стоит маленький магазин.|There is a little shop by the side of the road.
Переходите через дорогу только по светофору!|Cross the road only when the light is green!
Лось подошёл близко к дороге, и мы смогли его сфотографировать.|The moose came close to the road and we managed to take a photo of it.
Он бросил курить десять лет назад.|He quit smoking 10 years ago.
Я раньше много курил.|I used to smoke a lot.
Я не курю.|I don't smoke.
До реки идти десять минут.|It takes ten minutes to walk to the river.
Как называется эта река? Это Волга.|What is the name of this river? It's the Volga.
Нам нужен мост через реку.|We need a bridge across the river.
Где лежит мой паспорт? Я не могу его найти.|Where is my passport? I can’t find it.
В прошлый вторник я лежал на пляже, а сегодня должен работать.|Last Tuesday I was lying on the beach and today I have to work.
Книги лежат на столе.|The books are lying on the table.
Пушкин — великий русский поэт.|Pushkin is a great Russian poet.
Я люблю стихи этого поэта.|I like this poet's poems.
В нашем городе есть памятник поэту двадцатого века — Владимиру Маяковскому.|In our city there is a statue of the 20th century poet Vladimir Mayakovsky.
Этот человек — её отец.|This person is her father.
40% детей в России растут без отца.|40% of children in Russia grow up without a father.
Сложно ли быть отцом?|Is it difficult to be a father?
Пожалуйста, не заходите в мою комнату.|Please, don’t come in my room.
В этой комнате три окна.|There are 3 windows in this room.
В углу комнаты стоял шкаф.|There was a wardrobe in the corner of the room.
Я люблю фильмы Вуди Аллена.|I like films by Woody Allen.
Вася любит Машу.|Vasya loves Masha.
Ты когда-нибудь любил по-настоящему?|Have you ever truly loved somebody?
Моя любимая картина — «Подсолнухи» Ван Гога.|"My favorite painting is ""Sunflowers"" by Van Gogh."
Я хочу купить эту картину.|I want to buy this painting.
Я хочу купить раму для своей картины.|I want to buy a frame for my painting.
Моя жена работает в банке.|My wife works in the bank.
Завтра мы с женой идём в театр.|Tomorrow my wife and I are going to the theatre.
У моей жены интересная работа.|My wife has an interesting job.
Мой учитель английского живёт в Лондоне.|My English teacher lives in London.
Все учителя в нашей школе — женщины.|All the teachers in our school are women.
Мы приготовили подарок для наших учителей.|We prepared a gift for our teachers.
В детстве я мечтала стать певицей.|When I was a child, I dreamed about becoming a singer.
В детстве он мечтал стать художником.|When he was a child, he wanted to become an artist.
Вася мечтает об отпуске — он очень устал.|Vasya is dreaming about a vacation — he is very tired.
Он сейчас не может говорить по телефону, он летит в Нью-Йорк.|He can’t talk on the phone now, he’s flying to New York.
Они так устали, что не могут встать!|They are so tired that they can’t stand up!
Я не могу найти свой паспорт.|I can't find my passport.
Они пьют чай из чёрных кружек.|They are drinking tea from black mugs.
Он достал футболку из чёрной сумки.|He took a T-shirt out of the black bag.
Вы видите эту девочку с чёрными волосами?|Do you see that girl with black hair?
Эта девочка из нашего района.|This girl is from our neighborhood.
В нашем районе много магазинов.|There are many shops in our neighborhood.
Что интересного есть в ваших районах?|What interesting things do you have in your neighborhoods?
Это была любовь с первого взгляда.|It was love at first sight.
Трудно жить без любви.|It's hard to live without love.
Моя мама всегда готовит с любовью.|My mom always cooks with love.
Как называется этот цветок?|What is the name of this flower?
Как называются эти овощи?|What are these vegetables called?
Раньше эта улица называлась по-другому.|This street used to have a different name.
Мы вчера были в театре.|We were at the theatre yesterday.
